latitude,longitude,latitude
41.48,-119.45,41.48
41.33,-75.73,41.33
44.55,-110.42,44.55
47.73,-90.33,47.73
37.3,-98.58,37.3
40.64,-93.9,40.64
39.82,-93.58,39.82
45.52,-118.4,45.52
35.27,-113.95,35.27
35.02,-110.73,35.02
36.93,-111.45,36.93
35.13,-111.67,35.13
42.62,-123.37,42.62
47.45,-122.3,47.45
40.9,-117.8,40.9
46.38,-117.02,46.38
47.23,-123.15,47.23
36.62,-116.02,36.62
32.57,-116.98,32.57
46.57,-120.53,46.57
39.5,-119.78,39.5
29.73,-84.99,29.73
33.82,-118.15,33.82
36.77,-119.72,36.77
41.32,-122.32,41.32
45.67,-96.99,45.67
45.02,-101.98,45.02
45.8,-108.53,45.8
45.92,-85.92,45.92
33.65,-101.82,33.65
47.28,-121.33,47.28
37.46,-102.62,37.46
37.62,-122.38,37.62
40.78,-111.97,40.78
41.98,-87.9,41.98
36.08,-115.17,36.08
39.13,-108.53,39.13
44.48,-88.13,44.48
32.9,-97.03,32.9
33.43,-112.02,33.43
37.65,-97.43,37.65
18.43,-66.0,18.43
44.99,-85.18,44.99
46.45,-95.21,46.45
45.93,-89.73,45.93
36.18,-94.12,36.18
42.78,-71.52,42.78
44.25,-88.52,44.25
39.92,-105.12,39.92
40.48,-88.92,40.48
40.77,-80.4,40.77
41.57,-81.48,41.57
41.87,-87.6,41.87
33.27,-111.81,33.27
39.8,-121.85,39.8
47.85,-96.62,47.85
44.78,-89.67,44.78
34.08,-118.03,34.08
33.47,-111.73,33.47
43.68,-92.18,43.68
45.5,-95.7,45.5
36.29,-95.48,36.29
45.65,-95.32,45.65
41.62,-87.42,41.62
29.57,-90.67,29.57
35.11,-114.5,35.11
33.32,-111.65,33.32
42.15,-79.27,42.15
42.62,-89.03,42.62
40.28,-79.4,40.28
27.55,-99.47,27.55
35.07,-118.15,35.07
43.12,-88.03,43.12
41.6,-71.42,41.6
48.02,-92.87,48.02
35.22,-97.45,35.22
44.12,-93.25,44.12
37.73,-87.17,37.73
37.47,-122.12,37.47
34.1,-117.78,34.1
37.33,-121.82,37.33
43.17,-88.72,43.17
32.83,-116.97,32.83
37.52,-122.25,37.52
33.8,-118.33,33.8
43.01,-88.2,43.01
43.67,-92.93,43.67
39.27,-85.9,39.27
45.32,-95.65,45.32
26.38,-80.11,26.38
42.69,-88.3,42.69
43.07,-92.62,43.07
41.72,-86.0,41.72
41.73,-72.65,41.73
35.97,-115.13,35.97
41.7,-93.55,41.7
35.33,-77.62,35.33
43.99,-94.55,43.99
38.55,-121.3,38.55
34.88,-95.78,34.88
45.65,-68.68,45.65
43.02,-91.12,43.02
42.92,-82.53,42.92
41.68,-93.02,41.68
62.1,-152.75,62.1
40.12,-85.62,40.12
39.22,-106.32,39.22
45.57,-103.52,45.57
45.47,-69.35,45.47
34.4,-118.6,34.4
39.33,-112.58,39.33
37.37,-118.37,37.37
20.52,-103.32,20.52
22.15,-100.98,22.15
20.68,-105.25,20.68
21.0,-101.48,21.0
22.9,-102.72,22.9
21.88,-102.3,21.88
19.85,-101.03,19.85
19.4,-102.03,19.4
19.15,-104.57,19.15
17.7,-64.8,17.7
18.33,-64.97,18.33
46.73,-92.03,46.73
43.53,-89.76,43.53
41.94,-83.43,41.94
34.65,-86.77,34.65
25.78,-100.1,25.78
25.87,-100.23,25.87
25.77,-97.53,25.77
25.45,-100.98,25.45
26.02,-98.23,26.02
28.7,-105.97,28.7
18.27,-67.15,18.27
19.43,-99.1,19.43
16.75,-99.75,16.75
18.92,-99.25,18.92
16.97,-96.73,16.97
20.5,-97.47,20.5
19.03,-98.2,19.03
20.6,-100.38,20.6
22.28,-97.87,22.28
19.15,-96.18,19.15
17.6,-101.47,17.6
19.35,-99.57,19.35
16.45,-95.08,16.45
16.45,-93.07,16.45
18.65,-91.8,18.65
18.5,-88.3,18.5
19.85,-90.55,19.85
20.64,-88.45,20.64
20.53,-86.93,20.53
20.98,-89.65,20.98
16.75,-93.12,16.75
14.78,-92.38,14.78
21.03,-86.87,21.03
18.0,-92.82,18.0
18.5,-67.13,18.5
25.05,-77.47,25.05
43.33,-84.68,43.33
42.58,-100.0,42.58
48.27,-92.48,48.27
44.33,-93.32,44.33
26.23,-97.65,26.23
35.44,-94.8,35.44
44.58,-92.48,44.58
45.31,-96.41,45.31
48.15,-94.52,48.15
30.72,-87.02,30.72
67.5,-148.48,67.5
60.82,-152.3,60.82
38.38,-88.41,38.38
30.89,-94.03,30.89
45.95,-94.35,45.95
43.77,-98.03,43.77
44.08,-91.7,44.08
46.48,-122.8,46.48
33.98,-83.67,33.98
40.02,-124.07,40.02
36.27,-76.18,36.27
38.07,-97.87,38.07
47.27,-122.58,47.27
32.42,-99.68,32.42
61.72,-148.88,61.72
44.07,-93.55,44.07
35.15,-106.78,35.15
43.68,-93.37,43.68
43.78,-82.99,43.78
47.2,-91.4,47.2
42.43,-93.87,42.43
41.54,-87.53,41.54
45.22,-90.31,45.22
43.92,-95.09,43.92
39.64,-90.78,39.64
48.85,-95.7,48.85
38.98,-79.13,38.98
47.83,-92.68,47.83
43.43,-83.86,43.43
45.23,-93.98,45.23
46.57,-119.6,46.57
32.83,-105.98,32.83
33.94,-96.39,33.94
44.75,-94.08,44.75
35.65,-79.9,35.65
48.76,-96.93,48.76
32.68,-103.22,32.68
35.67,-95.95,35.67
43.72,-85.5,43.72
48.93,-95.35,48.93
44.62,-88.71,44.62
33.97,-117.63,33.97
64.55,-149.08,64.55
45.01,-89.13,45.01
45.7,-96.5,45.7
46.28,-96.15,46.28
37.35,-78.43,37.35
33.65,-97.2,33.65
44.68,-84.73,44.68
37.95,-79.83,37.95
37.65,-75.77,37.65
44.97,-95.72,44.97
44.78,-95.03,44.78
42.63,-83.98,42.63
35.63,-77.4,35.63
35.2,-83.87,35.2
46.36,-87.4,46.36
38.27,-78.9,38.27
35.42,-80.15,35.42
39.83,-88.87,39.83
18.57,-72.3,18.57
44.77,-106.97,44.77
37.32,-79.97,37.32
29.33,-89.4,29.33
46.4,-94.13,46.4
29.3,-94.8,29.3
48.27,-101.28,48.27
19.28,-81.35,19.28
47.5,-94.93,47.5
44.3,-96.82,44.3
36.7,-78.05,36.7
45.3,-85.27,45.3
47.82,-91.83,47.82
38.27,-77.45,38.27
36.77,-80.82,36.77
43.62,-84.74,43.62
35.82,-81.62,35.82
37.13,-80.68,37.13
33.93,-78.07,33.93
39.53,-89.33,39.53
61.82,-147.5,61.82
39.47,-106.15,39.47
40.67,-91.33,40.67
30.52,-90.42,30.52
36.63,-80.02,36.63
41.3,-93.12,41.3
42.6,-95.23,42.6
36.9,-81.35,36.9
32.96,-84.26,32.96
42.55,-92.4,42.55
41.83,-90.33,41.83
38.1,-92.55,38.1
49.9,-97.23,49.9
34.18,-79.72,34.18
33.47,-80.85,33.47
44.38,-106.72,44.38
29.53,-98.47,29.53
34.15,-97.12,34.15
31.25,-81.47,31.25
38.53,-77.87,38.53
43.42,-88.13,43.42
36.7,-76.9,36.7
40.98,-72.25,40.98
38.23,-85.67,38.23
38.23,-85.67,38.23
43.98,-96.32,43.98
35.65,-80.52,35.65
43.5,-114.3,43.5
32.47,-100.47,32.47
43.43,-88.69,43.43
35.38,-78.73,35.38
32.48,-81.74,32.48
36.13,-90.92,36.13
35.73,-91.65,35.73
31.37,-100.5,31.37
37.77,-99.97,37.77
33.87,-117.98,33.87
45.55,-94.07,45.55
29.53,-98.47,29.53
22.98,-82.4,22.98
23.13,-81.28,23.13
21.62,-81.55,21.62
22.06,-78.21,22.06
21.78,-78.78,21.78
21.42,-77.85,21.42
20.78,-76.32,20.78
19.97,-75.85,19.97
22.15,-80.4,22.15
37.81,-88.55,37.81
31.76,-93.1,31.76
45.12,-95.08,45.12
41.82,-85.43,41.82
27.98,-82.02,27.98
37.87,-80.4,37.87
39.7,-87.67,39.7
45.2,-89.71,45.2
40.29,-88.14,40.29
38.9,-90.05,38.9
36.77,-98.67,36.77
41.28,-91.67,41.28
37.22,-80.42,37.22
42.62,-89.59,42.62
44.87,-94.38,44.87
46.84,-96.66,46.84
44.63,-93.21,44.63
45.7,-90.4,45.7
44.9,-93.0,44.9
64.73,-156.93,64.73
68.88,-166.13,68.88
58.65,-162.07,58.65
40.9,-97.98,40.9
41.43,-88.42,41.43
35.86,-98.42,35.86
32.28,-106.92,32.28
45.82,-92.37,45.82
33.47,-105.53,33.47
44.32,-94.5,44.32
32.19,-82.37,32.19
44.12,-123.22,44.12
45.55,-122.4,45.55
55.58,-133.08,55.58
30.75,-95.58,30.75
43.23,-123.35,43.23
33.82,-118.15,33.82
44.52,-109.02,44.52
47.77,-116.82,47.77
34.43,-103.08,34.43
51.4,-56.08,51.4
45.83,-66.43,45.83
49.22,-57.4,49.22
56.55,-61.68,56.55
55.28,-77.77,55.28
58.72,-65.98,58.72
45.32,-65.88,45.32
58.67,-69.95,58.67
46.28,-63.13,46.28
49.08,-125.77,49.08
49.95,-125.27,49.95
52.35,-97.03,52.35
52.13,-119.28,52.13
55.7,-121.63,55.7
61.37,-139.03,61.37
49.47,-120.52,49.47
54.68,-101.68,54.68
49.37,-121.48,49.37
53.85,-94.65,53.85
51.52,-109.17,51.52
54.3,-130.43,54.3
53.97,-101.1,53.97
53.03,-122.52,53.03
50.97,-118.18,50.97
68.95,-137.22,68.95
49.6,-115.78,49.6
52.17,-106.68,52.17
53.88,-122.68,53.88
53.25,-131.82,53.25
50.68,-127.37,50.68
53.57,-76.2,53.57
60.02,-70.0,60.02
51.45,-57.18,51.45
47.98,-66.33,47.98
50.28,-63.62,50.28
61.05,-69.63,61.05
59.3,-69.6,59.3
52.3,-55.85,52.3
49.77,-74.53,49.77
56.53,-76.52,56.53
49.77,-77.82,49.77
46.9,-71.5,46.9
58.47,-78.08,58.47
60.05,-77.28,60.05
43.83,-66.08,43.83
47.15,-67.83,47.15
48.2,-78.83,48.2
52.93,-66.87,52.93
62.18,-75.67,62.18
50.13,-122.95,50.13
53.7,-57.03,53.7
51.15,-121.5,51.15
58.42,-130.02,58.42
68.32,-100.08,68.32
69.62,-140.2,69.62
59.98,-64.17,59.98
69.6,-130.9,69.6
68.9,-75.15,68.9
50.23,-121.58,50.23
63.33,-64.15,63.33
69.03,-107.82,69.03
69.08,-79.03,69.08
49.75,-114.88,49.75
68.47,-66.8,68.47
68.65,-71.17,68.65
68.9,-133.93,68.9
58.93,-125.46,58.93
57.13,-61.48,57.13
58.33,-62.58,58.33
70.1,-124.72,70.1
55.93,-129.98,55.93
44.63,-63.5,44.63
48.33,-71.0,48.33
47.0,-65.45,47.0
53.3,-113.58,53.3
63.75,-68.53,63.75
45.87,-66.53,45.87
53.63,-77.7,53.63
44.88,-63.5,44.88
48.53,-58.55,48.53
45.68,-74.03,45.68
45.32,-75.67,45.32
42.27,-82.97,42.27
46.12,-64.68,46.12
49.72,-124.9,49.72
48.95,-54.57,48.95
46.17,-60.05,46.17
44.12,-77.53,44.12
45.47,-73.75,45.47
49.18,-123.17,49.18
49.9,-97.23,49.9
49.03,-122.37,49.03
51.12,-114.02,51.12
48.65,-123.43,48.65
58.75,-94.07,58.75
53.32,-60.42,53.32
47.62,-52.73,47.62
43.67,-79.63,43.67
62.47,-114.45,62.47
50.22,-66.27,50.22
44.98,-64.92,44.98
46.48,-84.52,46.48
55.08,-59.18,55.08
48.77,-64.48,48.77
47.42,-61.78,47.42
49.83,-92.75,49.83
45.52,-73.42,45.52
51.27,-80.65,51.27
50.18,-61.82,50.18
45.52,-75.57,45.52
44.23,-78.37,44.23
48.37,-89.32,48.37
48.52,-72.27,48.52
51.07,-93.8,51.07
48.82,-87.1,48.82
53.83,-89.87,53.83
48.57,-81.37,48.57
43.63,-79.4,43.63
58.1,-68.42,58.1
44.75,-81.1,44.75
45.95,-77.32,45.95
47.7,-79.85,47.7
48.6,-68.22,48.6
45.88,-82.57,45.88
43.0,-82.32,43.0
52.38,-126.58,52.38
49.05,-123.87,49.05
49.3,-117.63,49.3
64.05,-139.13,64.05
55.75,-120.18,55.75
51.3,-116.98,51.3
50.7,-120.45,50.7
49.97,-119.38,49.97
63.62,-135.87,63.62
56.65,-111.22,56.65
67.57,-139.82,67.57
49.83,-124.5,49.83
60.12,-128.82,60.12
55.18,-118.88,55.18
50.27,-111.18,50.27
52.18,-122.05,52.18
56.23,-120.73,56.23
54.47,-128.58,54.47
60.72,-135.07,60.72
54.82,-127.18,54.82
58.83,-122.58,58.83
49.47,-119.6,49.47
55.3,-123.13,55.3
62.2,-133.37,62.2
69.43,-89.73,69.43
67.53,-63.78,67.53
51.1,-114.37,51.1
53.67,-113.47,53.67
61.1,-94.07,61.1
72.67,-78.0,72.67
54.13,-108.52,54.13
50.33,-105.55,50.33
54.42,-110.28,54.42
56.23,-117.43,56.23
51.27,-102.47,51.27
59.25,-105.83,59.25
60.02,-111.95,60.02
55.8,-97.87,55.8
69.45,-133.02,69.45
68.82,-93.43,68.82
68.78,-81.25,68.78
55.83,-108.45,55.83
50.02,-110.72,50.02
54.15,-115.78,54.15
55.8,-97.87,55.8
48.42,-123.33,48.42
68.53,-89.82,68.53
69.1,-105.12,69.1
67.82,-115.15,67.82
63.33,-90.72,63.33
61.75,-121.23,61.75
66.27,-128.62,66.27
69.37,-81.82,69.37
70.77,-117.8,70.77
68.63,-95.85,68.63
60.23,-123.48,60.23
68.22,-135.0,68.22
62.85,-69.88,62.85
61.6,-110.8,61.6
64.7,-109.38,64.7
69.35,-124.03,69.35
64.13,-117.42,64.13
62.82,-92.12,62.82
72.0,-125.28,72.0
64.23,-76.53,64.23
66.53,-86.25,66.53
67.55,-64.03,67.55
65.2,-123.43,65.2
65.77,-111.25,65.77
66.15,-65.72,66.15
64.2,-83.37,64.2
54.92,-109.95,54.92
64.3,-96.08,64.3
49.92,-99.95,49.92
53.33,-104.0,53.33
51.1,-100.05,51.1
49.22,-102.97,49.22
53.58,-116.47,53.58
56.35,-94.7,56.35
57.25,-105.62,57.25
53.32,-110.07,53.32
53.97,-97.83,53.97
58.62,-117.17,58.62
53.22,-105.68,53.22
49.9,-98.27,49.9
58.77,-111.12,58.77
52.18,-113.9,52.18
49.63,-112.8,49.63
50.43,-104.67,50.43
52.77,-108.25,52.77
55.15,-105.27,55.15
53.57,-113.52,53.57
56.87,-101.08,56.87
50.28,-107.68,50.28
55.3,-114.78,55.3
49.13,-68.2,49.13
44.25,-79.92,44.25
46.35,-82.57,46.35
61.18,-113.68,61.18
44.22,-76.6,44.22
49.78,-86.93,49.78
43.17,-79.93,43.17
43.47,-80.38,43.47
54.8,-66.82,54.8
47.82,-83.35,47.82
51.45,-90.2,51.45
44.97,-79.3,44.97
49.78,-94.37,49.78
74.72,-94.98,74.72
46.62,-80.8,46.62
45.43,-71.68,45.43
43.2,-79.17,43.2
48.07,-77.78,48.07
65.28,-126.8,65.28
50.12,-91.9,50.12
43.03,-81.15,43.03
47.97,-84.78,47.97
46.35,-79.43,46.35
69.55,-93.58,69.55
49.42,-82.47,49.42
44.5,-123.28,44.5
48.17,-122.17,48.17
46.9,-96.8,46.9
33.65,-101.82,33.65
32.42,-99.68,32.42
38.22,-122.28,38.22
35.43,-119.05,35.43
32.95,-111.77,32.95
62.23,-92.6,62.23
45.94,-89.26,45.94
46.31,-85.46,46.31
34.6,-78.58,34.6
39.82,-82.93,39.82
33.01,-85.07,33.01
40.52,-90.65,40.52
39.15,-78.15,39.15
45.43,-91.76,45.43
44.55,-89.53,44.55
35.77,-80.96,35.77
42.57,-84.81,42.57
35.03,-79.5,35.03
42.23,-91.17,42.23
37.18,-77.52,37.18
36.68,-82.03,36.68
47.5,-111.18,47.5
35.78,-80.3,35.78
36.61,-94.74,36.61
36.46,-80.55,36.46
45.65,-84.52,45.65
37.05,-84.61,37.05
30.24,-98.91,30.24
30.22,-96.37,30.22
34.28,-78.71,34.28
33.65,-97.2,33.65
35.46,-77.96,35.46
36.36,-78.53,36.36
35.92,-75.7,35.92
36.22,-81.1,36.22
41.43,-88.42,41.43
36.69,-77.48,36.69
45.89,-93.26,45.89
39.07,-88.53,39.07
36.43,-81.42,36.43
42.17,-112.3,42.17
35.54,-78.39,35.54
34.85,-116.78,34.85
34.2,-118.35,34.2
33.82,-118.15,33.82
33.58,-85.85,33.58
30.19,-97.67,30.19
33.97,-117.63,33.97
34.85,-82.35,34.85
34.17,-84.8,34.17
46.77,-100.75,46.77
28.85,-96.92,28.85
47.23,-123.15,47.23
18.1,-94.58,18.1
63.97,-145.7,63.97
64.55,-149.08,64.55
45.87,-84.63,45.87
35.57,-77.05,35.57
30.22,-81.88,30.22
41.7,-94.92,41.7
45.23,-96.0,45.23
33.78,-82.82,33.78
35.48,-80.84,35.48
45.1,-94.5,45.1
46.41,-92.06,46.41
41.93,-88.71,41.93
39.77,-90.24,39.77
41.61,-88.09,41.61
40.52,-90.65,40.52
38.72,-88.18,38.72
39.7,-87.67,39.7
36.2,-81.65,36.2
38.66,-88.45,38.66
38.38,-88.41,38.38
41.54,-87.53,41.54
37.18,-77.52,37.18
38.65,-88.97,38.65
41.35,-89.15,41.35
42.22,-92.03,42.22
31.25,-82.4,31.25
48.27,-101.28,48.27
46.4,-94.13,46.4
38.25,-78.05,38.25
45.69,-85.57,45.69
41.7,-94.92,41.7
42.75,-93.77,42.75
41.03,-93.37,41.03
42.43,-93.87,42.43
41.58,-95.34,41.58
42.78,-96.2,42.78
32.47,-100.47,32.47
46.4,-94.13,46.4
32.33,-104.27,32.33
64.78,-141.14,64.78
33.87,-117.98,33.87
37.42,-122.05,37.42
33.97,-117.63,33.97
30.58,-96.37,30.58
34.65,-86.77,34.65
37.77,-99.97,37.77
44.77,-106.97,44.77
32.42,-99.68,32.42
29.3,-94.8,29.3
61.78,-166.03,61.78
37.32,-79.97,37.32
34.18,-79.72,34.18
45.55,-94.07,45.55
29.33,-89.4,29.33
66.0,-153.7,66.0
34.98,-89.79,34.98
35.58,-79.1,35.58
37.81,-88.55,37.81
42.68,-91.97,42.68
41.02,-95.27,41.02
39.53,-89.33,39.53
36.28,-78.98,36.28
41.68,-93.02,41.68
45.55,-122.4,45.55
44.12,-123.22,44.12
34.78,-78.63,34.78
33.68,-117.87,33.68
37.0,-101.9,37.0
31.37,-100.5,31.37
29.53,-98.47,29.53
53.75,-73.67,53.75
60.83,-115.78,60.83
60.82,-78.15,60.82
32.82,-115.68,32.82
31.6,-110.35,31.6
47.4,-92.5,47.4
37.75,-89.02,37.75
41.94,-85.05,41.94
49.32,-94.88,49.32
45.57,-95.97,45.57
30.97,-84.64,30.97
36.77,-98.67,36.77
42.05,-93.85,42.05
41.02,-89.39,41.02
42.05,-94.78,42.05
40.47,-91.43,40.47
30.89,-94.03,30.89
37.75,-89.02,37.75
42.58,-100.0,42.58
29.98,-99.08,29.98
39.42,-77.37,39.42
34.86,-86.56,34.86
42.98,-96.07,42.98
42.6,-95.23,42.6
33.2,-96.59,33.2
32.52,-84.93,32.52
44.12,-123.22,44.12
43.22,-90.18,43.22
59.25,-135.52,59.25
66.88,-162.6,66.88
38.97,-104.82,38.97
39.13,-121.43,39.13
39.72,-104.75,39.72
34.38,-103.32,34.38
32.17,-110.88,32.17
34.9,-117.88,34.9
38.68,-104.77,38.68
32.77,-97.45,32.77
47.08,-122.58,47.08
31.07,-97.83,31.07
31.15,-97.72,31.15
36.23,-115.03,36.23
34.67,-99.27,34.67
34.67,-99.27,34.67
33.53,-112.38,33.53
48.42,-101.35,48.42
43.05,-115.87,43.05
33.3,-117.35,33.3
35.68,-117.68,35.68
32.85,-117.12,32.85
36.33,-119.95,36.33
27.5,-97.82,27.5
33.23,-119.45,33.23
34.12,-119.12,34.12
32.87,-114.35,32.87
41.12,-95.92,41.12
33.88,-117.27,33.88
47.62,-117.65,47.62
29.38,-98.58,29.38
33.78,-118.05,33.78
38.27,-121.93,38.27
35.42,-97.38,35.42
34.73,-120.58,34.73
40.16,-89.33,40.16
41.4,-95.05,41.4
32.91,-104.5,32.91
35.1,-97.97,35.1
41.02,-94.37,41.02
40.9,-97.62,40.9
40.92,-88.63,40.92
39.64,-90.78,39.64
34.71,-97.22,34.71
34.15,-97.12,34.15
37.45,-106.8,37.45
42.25,-89.58,42.25
41.45,-96.52,41.45
40.93,-90.43,40.93
41.52,-88.18,41.52
40.8,-99.76,40.8
44.58,-124.05,44.58
37.5,-105.17,37.5
34.18,-79.72,34.18
36.38,-97.78,36.38
45.55,-94.07,45.55
32.5,-93.67,32.5
35.97,-89.95,35.97
42.2,-72.53,42.2
38.72,-77.18,38.72
39.13,-75.47,39.13
37.13,-76.62,37.13
39.83,-84.05,39.83
41.65,-70.52,41.65
35.33,-77.97,35.33
44.05,-75.73,44.05
40.65,-86.15,40.65
35.03,-79.5,35.03
30.43,-86.68,30.43
37.08,-76.37,37.08
34.92,-92.15,34.92
27.85,-82.52,27.85
33.92,-84.52,33.92
33.92,-80.8,33.92
42.62,-82.83,42.62
40.43,-76.57,40.43
32.38,-86.37,32.38
32.48,-80.72,32.48
29.83,-90.03,29.83
34.72,-77.45,34.72
36.93,-76.28,36.93
38.28,-76.4,38.28
43.88,-69.93,43.88
34.9,-76.88,34.9
34.68,-77.03,34.68
24.57,-81.68,24.57
30.4,-81.42,30.4
36.82,-76.03,36.82
38.5,-77.3,38.5
31.28,-85.72,31.28
30.07,-85.58,30.07
35.17,-79.02,35.17
31.05,-93.2,31.05
43.08,-70.82,43.08
33.97,-80.47,33.97
32.02,-81.15,32.02
32.02,-81.15,32.02
38.73,-93.55,38.73
37.73,-92.13,37.73
30.97,-83.2,30.97
43.93,-90.27,43.93
30.48,-86.53,30.48
32.63,-83.6,32.63
40.02,-74.6,40.02
39.83,-83.83,39.83
46.9,-96.8,46.9
43.07,-92.62,43.07
40.06,-105.59,40.06
33.94,-96.39,33.94
38.52,-89.08,38.52
41.05,-91.98,41.05
41.7,-93.55,41.7
35.86,-98.42,35.86
39.22,-104.63,39.22
33.82,-118.15,33.82
53.55,-64.1,53.55
43.87,-79.37,43.87
34.88,-95.78,34.88
46.8,-71.38,46.8
68.3,-133.48,68.3
70.48,-68.52,70.48
49.28,-121.23,49.28
33.65,-101.82,33.65
32.42,-99.68,32.42
28.85,-96.92,28.85
30.42,-88.92,30.42
28.23,-80.6,28.23
32.33,-85.0,32.33
32.55,-88.57,32.55
34.38,-103.32,34.38
36.33,-97.92,36.33
41.12,-111.97,41.12
39.42,-118.7,39.42
48.35,-122.65,48.35
44.15,-103.1,44.15
47.97,-97.4,47.97
29.53,-98.28,29.53
33.45,-88.58,33.45
33.97,-86.08,33.97
29.17,-82.22,29.17
31.47,-89.33,31.47
44.85,-87.42,44.85
44.13,-87.68,44.13
46.53,-90.13,46.53
44.27,-86.25,44.27
45.13,-87.63,45.13
45.75,-87.03,45.75
46.25,-84.47,46.25
46.68,-68.05,46.68
44.07,-69.1,44.07
46.73,-92.03,46.73
43.53,-72.95,43.53
41.92,-71.5,41.92
41.17,-71.58,41.17
44.05,-70.28,44.05
44.53,-69.68,44.53
41.48,-73.13,41.48
42.9,-72.27,42.9
44.45,-68.37,44.45
43.57,-71.42,43.57
40.3,-96.75,40.3
39.47,-106.15,39.47
37.82,-87.68,37.82
36.29,-95.48,36.29
36.61,-94.74,36.61
38.25,-86.95,38.25
41.07,-87.85,41.07
32.28,-106.92,32.28
38.32,-88.87,38.32
41.89,-89.08,41.89
40.75,-95.42,40.75
41.75,-89.67,41.75
33.47,-105.53,33.47
40.29,-88.14,40.29
28.95,-81.85,28.95
32.83,-105.98,32.83
40.9,-97.98,40.9
41.28,-91.67,41.28
47.5,-94.93,47.5
35.73,-91.65,35.73
32.95,-111.77,32.95
35.72,-96.82,35.72
34.43,-103.08,34.43
36.0,-89.4,36.0
36.3,-92.47,36.3
40.67,-91.33,40.67
40.46,-99.33,40.46
34.67,-120.47,34.67
44.22,-93.92,44.22
30.37,-104.02,30.37
34.83,-77.62,34.83
41.12,-101.76,41.12
36.03,-119.07,36.03
36.37,-94.1,36.37
29.97,-81.33,29.97
34.6,-91.57,34.6
36.45,-105.67,36.45
36.2,-94.48,36.2
35.23,-79.4,35.23
48.07,-96.18,48.07
34.3,-79.87,34.3
36.44,-99.52,36.44
40.13,-80.28,40.13
38.1,-92.55,38.1
36.13,-90.92,36.13
32.62,-85.43,32.62
48.17,-122.17,48.17
39.08,-77.55,39.08
44.3,-96.82,44.3
40.18,-74.13,40.18
40.78,-79.95,40.78
41.27,-95.77,41.27
47.85,-96.62,47.85
44.52,-109.02,44.52
47.77,-116.82,47.77
46.7,-92.5,46.7
47.83,-92.68,47.83
44.5,-123.28,44.5
41.83,-90.33,41.83
40.21,-87.6,40.21
39.65,-106.92,39.65
40.73,-114.03,40.73
43.63,-116.63,43.63
38.05,-97.28,38.05
37.77,-90.43,37.77
41.38,-79.87,41.38
40.45,-105.02,40.45
42.55,-94.18,42.55
43.65,-94.42,43.65
38.35,-98.87,38.35
47.13,-104.8,47.13
44.68,-84.73,44.68
30.68,-97.68,30.68
38.53,-106.93,38.53
40.43,-104.63,40.43
40.48,-107.22,40.48
31.62,-91.3,31.62
29.9,-97.87,29.9
38.85,-99.27,38.85
40.72,-95.03,40.72
31.08,-97.68,31.08
43.6,-110.73,43.6
46.12,-122.9,46.12
37.05,-100.97,37.05
45.28,-118.0,45.28
42.17,-120.4,42.17
44.45,-95.82,44.45
41.7,-74.8,41.7
41.37,-91.15,41.37
31.58,-94.72,31.58
41.45,-97.33,41.45
43.65,-95.58,43.65
43.42,-124.25,43.42
33.63,-95.45,33.63
40.22,-111.72,40.22
31.49,-97.3,31.49
47.5,-122.75,47.5
35.02,-94.62,35.02
47.7,-104.2,47.7
43.4,-70.72,43.4
37.08,-113.6,37.08
45.12,-113.88,45.12
32.63,-108.15,32.63
39.02,-74.92,39.02
42.92,-97.38,42.92
58.68,-155.32,58.68
65.99,-161.12,65.99
61.42,-148.48,61.42
59.05,-158.52,59.05
53.9,-166.55,53.9
62.77,-164.5,62.77
56.97,-133.95,56.97
67.1,-157.85,67.1
64.55,-163.05,64.55
63.77,-171.73,63.77
58.42,-135.73,58.42
61.53,-166.15,61.53
65.7,-155.62,65.7
55.2,-131.17,55.2
58.42,-156.63,58.42
63.73,-148.92,63.73
56.32,-158.36,56.32
56.94,-154.18,56.94
68.13,-151.73,68.13
59.43,-146.33,59.43
63.9,-152.27,63.9
55.08,-131.35,55.08
60.37,-166.27,60.37
61.58,-159.53,61.58
62.65,-159.82,62.65
58.12,-135.45,58.12
56.82,-132.97,56.82
56.95,-158.62,56.95
68.35,-166.8,68.35
68.12,-145.57,68.12
63.68,-170.5,63.68
55.32,-160.52,55.32
66.27,-166.05,66.27
66.62,-160.0,66.62
61.72,-156.85,61.72
62.07,-163.3,62.07
60.48,-151.03,60.48
59.05,-160.4,59.05
63.88,-160.8,63.88
61.13,-146.25,61.13
56.48,-132.37,56.48
60.7,-160.03,60.7
58.7,-156.98,58.7
27.18,-80.22,27.18
46.39,-94.8,46.39
40.16,-89.33,40.16
48.12,-98.92,48.12
40.73,-99.0,40.73
47.22,-93.52,47.22
42.23,-91.17,42.23
41.3,-93.12,41.3
36.3,-99.77,36.3
32.35,-94.65,32.35
46.8,-102.8,46.8
48.27,-101.28,48.27
29.33,-89.4,29.33
48.65,-123.43,48.65
20.52,-103.32,20.52
44.58,-92.48,44.58
47.2,-91.4,47.2
43.92,-95.09,43.92
47.84,-90.36,47.84
47.4,-92.5,47.4
44.63,-93.21,44.63
48.27,-92.48,48.27
46.83,-95.88,46.83
46.28,-96.15,46.28
45.65,-95.32,45.65
42.57,-84.81,42.57
36.98,-82.53,36.98
45.43,-84.91,45.43
42.1,-83.15,42.1
35.93,-95.0,35.93
34.4,-96.15,34.4
46.31,-85.46,46.31
